500
   84 -160    13.583
   84 -140     13.54
   84 -120    13.496
   84 -100    13.478
   84  -80    13.502
   84  -60    13.565
   84  -40    13.646
   84  -20    13.712
   84    0    13.738
   84   20    13.712
   84   40    13.646
   84   60    13.565
   84   80    13.502
   84  100    13.478
   84  120    13.496
   84  140     13.54
   84  160    13.583
590
    0 -180    4.4207
    0 -160    4.4207
    0 -140    4.4207
    0 -120    4.4207
    0 -100    4.4207
    0  -80    4.4207
    0  -60    4.4207
    0  -40    4.4207
    0  -20    4.4207
    0    0    4.4207
    0   20    4.4207
    0   40    4.4207
    0   60    4.4207
    0   80    4.4207
    0  100    4.4207
    0  120    4.4207
    0  140    4.4207
    0  160    4.4207
   12 -180    4.4048
   12 -160    4.4093
   12 -140    4.4222
   12 -120    4.4427
   12 -100    4.4688
   12  -80    4.4978
   12  -60    4.5261
   12  -40      4.55
   12  -20     4.566
   12    0    4.5716
   12   20     4.566
   12   40      4.55
   12   60    4.5261
   12   80    4.4978
   12  100    4.4688
   12  120    4.4427
   12  140    4.4222
   12  160    4.4093
   24 -180    4.5442
   24 -160    4.5514
   24 -140    4.5731
   24 -120    4.6086
   24 -100    4.6562
   24  -80    4.7117
   24  -60    4.7683
   24  -40    4.8177
   24  -20    4.8515
   24    0    4.8635
   24   20    4.8515
   24   40    4.8177
   24   60    4.7683
   24   80    4.7117
   24  100    4.6562
   24  120    4.6086
   24  140    4.5731
   24  160    4.5514
   36 -180    4.8903
   36 -160    4.8982
   36 -140    4.9229
   36 -120    4.9661
   36 -100     5.028
   36  -80    5.1048
   36  -60    5.1872
   36  -40    5.2617
   36  -20    5.3138
   36    0    5.3326
   36   20    5.3138
   36   40    5.2617
   36   60    5.1872
   36   80    5.1048
   36  100     5.028
   36  120    4.9661
   36  140    4.9229
   36  160    4.8982
   48 -180    5.5459
   48 -160    5.5518
   48 -140    5.5722
